ax,ay,az,gx,gy,gz
-1620.0,-22920.0,5056.0,-21027.0,2538.0,-15608.0
1732.0,-20744.0,3108.0,-2419.0,-6948.0,187.0
1792.0,-17780.0,4016.0,9535.0,-10212.0,8285.0
1112.0,-13144.0,7968.0,11196.0,-14880.0,16718.0
-740.0,-9880.0,12412.0,10473.0,-23346.0,20958.0
436.0,-2180.0,15832.0,15599.0,-23605.0,16062.0
1524.0,-764.0,21724.0,14609.0,-28927.0,6674.0
1108.0,-4336.0,22528.0,8554.0,-18014.0,-1645.0
2348.0,-2192.0,27332.0,9633.0,-4883.0,-2512.0
2768.0,-2348.0,26000.0,-3220.0,2601.0,-8391.0
1596.0,-5072.0,24352.0,-9450.0,16886.0,-11238.0
3212.0,-3896.0,23532.0,-9771.0,22200.0,-12018.0
3112.0,-7220.0,20728.0,-6896.0,16467.0,-8243.0
1288.0,-6472.0,12468.0,-11570.0,17445.0,-8645.0
-1148.0,-12380.0,8908.0,-12867.0,15861.0,-11052.0
-1904.0,-13148.0,6132.0,4399.0,8663.0,-10640.0
-2772.0,-16864.0,8492.0,-5482.0,-132.0,-789.0
1256.0,-12668.0,6588.0,5255.0,-5806.0,10498.0
-356.0,-10848.0,10572.0,10402.0,-10613.0,12125.0
968.0,-6028.0,11252.0,12933.0,-23169.0,19989.0
2048.0,-1684.0,19600.0,9609.0,-16486.0,16466.0
920.0,-1436.0,23044.0,5193.0,-15433.0,14699.0
1952.0,2944.0,24600.0,5470.0,-13771.0,10440.0
2188.0,3044.0,28380.0,-1082.0,-2561.0,514.0
1352.0,112.0,26332.0,-4939.0,6047.0,-7132.0
2676.0,-1276.0,24864.0,-13424.0,15328.0,-14002.0
552.0,-4324.0,20276.0,-14929.0,17511.0,-11214.0
856.0,-7204.0,21684.0,-18811.0,19807.0,-10340.0
712.0,-7644.0,11916.0,-11663.0,18388.0,-5275.0
-2360.0,-10636.0,8200.0,-9478.0,14532.0,-4918.0
-3612.0,-12272.0,4972.0,-5519.0,7787.0,-3328.0
-1976.0,-12684.0,5340.0,-4027.0,-987.0,-1998.0
-1460.0,-14140.0,7432.0,3648.0,-9913.0,-1142.0
-492.0,-12404.0,8740.0,12007.0,-14171.0,2864.0
-1800.0,-10928.0,11236.0,16213.0,-17416.0,10848.0
2228.0,-2472.0,18916.0,8925.0,-18855.0,14758.0
1332.0,-1500.0,19740.0,9833.0,-12887.0,12721.0
-396.0,-2928.0,29032.0,1818.0,-10674.0,5694.0
-616.0,-272.0,27012.0,-2279.0,-3903.0,214.0
-56.0,-2392.0,26708.0,-4733.0,7070.0,-6327.0
-416.0,-3400.0,23296.0,-7813.0,12946.0,-7237.0
60.0,-5484.0,22788.0,-12456.0,17107.0,-8983.0
-68.0,-5308.0,17564.0,-11563.0,16436.0,-5105.0
-1364.0,-9780.0,13952.0,-10272.0,18572.0,-2267.0
-2160.0,-8264.0,8132.0,-7186.0,12150.0,-870.0
-3044.0,-9924.0,5892.0,-5847.0,4864.0,-3570.0
-2512.0,-11440.0,3492.0,175.0,-1785.0,-4680.0
-1500.0,-13332.0,6188.0,182.0,-5568.0,-3850.0
-108.0,-12840.0,9476.0,7292.0,-11158.0,-1900.0
